id,title,authors,year,venue,doi,pdf_link,abstract,keywords,search_string
68,RiverGame - a game testing tool using artificial intelligence,C. Paduraru; M. Paduraru; A. Stefanescu,2022,"2022 IEEE Conference on Software Testing, Verification and Validation (ICST)",10.1109/ICST53961.2022.00048,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9787838,"As is the case with any very complex and interactive software, many video games are released with various minor or major issues that can potentially affect the user experience, cause security issues for players, or exploit the companies that deliver the products. To test their games, companies invest important resources in quality assurance personnel who usually perform the testing mostly manually. The main goal of our work is to automate various parts of the testing process that involve human users (testers) and thus to reduce costs and run more tests in less time. The secondary goal is to provide mechanisms to make test specification writing easier and more efficient. We focus on solving initial real-world problems that have emerged from several discussions with industry partners. In this paper, we present RiverGame, a tool that allows game developers to automatically test their products from different points of view: the rendered output, the sound played by the game, the animation and movement of the entities, the performance and various statistical analyses. We also address the problem of input priorities, scheduling, and directing the testing effort towards custom and dynamic directions. At the core of our methods, we use state-of-the-art artificial intelligence methods for analysis and a behavior-driven development (BDD) methodology for test specifications. Our technical solution is open-source, independent of game engine, platform, and programming language.",game testing;automated testing;BDD;deep learning;reinforcement learning;computer vision,String B
69,A Requirement-based Regression Test Selection Technique in Behavior-Driven Development,J. Xu; Q. Du; X. Li,2021,"2021 IEEE 45th Annual Computers, Software, and Applications Conference (COMPSAC)",10.1109/COMPSAC51774.2021.00182,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9529903,"Regression testing is an essential software maintenance activity before the release of a new version implementing a bug fix or a new feature. A regression test selection (RTS) technique chooses a subset of existing test cases to ensure that the system will not be adversely affected by the latest modifications. With the rise of DevOps, behavior-driven development (BDD) is growing in popularity as it is in close alignment with agile practices, for example, continuous integration. Hence, it is necessary to propose a novel and effective RTS technique for BDD specifically to accelerate the development process while ensuring software quality. Since most existing techniques for RTS are code-based and thus subject to some limitations, we present a requirement-based technique which uses the requirements in BDD to select test cases in both high-level (acceptance testing) and low-level (unit testing). Our technique firstly illustrates the new requirement with a scenario, and subsequently computes the semantic similarity of the new scenario and all existing scenarios with the vector space model. According to the results, the modification-traversing regression test cases can be selected in a semi-automated way. We also conduct an experimental study to evaluate our technique in terms of inclusiveness, precision, efficiency and generality. The study shows that our technique is applicable for BDD and effective in practice.",regression test selection;behavior-driven development;requirement-based technique;vector space model,String B
70,EDDY: A Multi-Core BDD Package With Dynamic Memory Management and Reduced Fragmentation,R. Krauss; M. Goli; R. Drechsler,2023,2023 28th Asia and South Pacific Design Automation Conference (ASP-DAC),,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10044753,"In recent years, hardware systems have significantly grown in complexity. Due to the increasing complexity, there is a need to continuously improve the quality of the hardware design process. This leads designers to strive for more efficient data structures and algorithms operating on them to guarantee the correct be-havior of such systems through verification techniques like model checking and meet time-to-market constraints. A Binary Decision Diagram (BDD) is a suitable data structure as it provides a canon-ical compact representation of Boolean functions, given variable ordering, and efficient algorithms for manipulating them. How-ever, reduced ordered BDDs also have challenges: There is a large memory consumption for the BDD construction of some complex practical functions and the use of realizations in the form of BDD packages strongly depends on the application. To address these issues, this paper presents a novel multi-core package called Engineer Decision Diagrams Yourself (EDDY) with dynamic memory management and reduced fragmentation. Exper-iments on BDD benchmarks of both combinational circuits and model checking show that using EDDY leads to a significantly performance boost compared to state-of-the-art packages.",Boolean functions;binary decision diagrams;model checking;memory management;parallel computing,String B
71,Empirical Studies on M-X Algorithm Implementation in Tester Eligibility Classification for Crowdsourced Based User Acceptance Testing,G. S. Dhamang Aji; D. Sulistiyo Kusumo,2025,2025 3rd International Conference on Software Engineering and Information Technology (ICoSEIT),10.1109/ICoSEIT67010.2025.11290728,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11290728,"Crowdsourced User Acceptance Testing (UAT) pro-vides cost-efficient evaluation by involving diverse testers, but it often suffers from inconsistent outcomes due to ineligible participants. Conventional quality control approaches are difficult to apply in UAT because tasks are subjective and typically lack predefined correct answers. This study addresses the challenge by empirically validating the M-X algorithm as a consistency-based mechanism to classify tester eligibility without relying on ground truth. A client-server system was developed using GraphQL as the API gateway and MongoDB for data storage, integrating the M-X algorithm to process tester responses. The simulation involved 24 participants with balanced prior experience in UAT and was conducted through five iterations using structured Gherkin-based tasks. Prior-experience validation served as the reference benchmark for evaluating classification outcomes. The assessment employed Confusion Matrix metrics mapped directly to research questions, including Accuracy, Precision, Recall, F1 Score, and True Negative Rate (TNR). Results showed that the M-X algorithm achieved 79% accuracy, 82% precision, 75% recall, 78% F1 Score, and 83% TNR. These findings indicate strong effectiveness in minimizing false positives while moderately conservative in recall. The study concludes that the M-X algorithm is a promising quality control approach for subjective and explorative UAT scenarios, though complementary mechanisms may be needed to fully capture tester expertise in real-world deployments.",crowdsourcing;user acceptance testing;quality control;M-X algorithm;online assessment;client-server,String B
72,Ontology-Based Approach to the Requirements Engineering in Agile Environment,M. S. Murtazina; T. V. Avdeenko,2018,2018 XIV International Scientific-Technical Conference on Actual Problems of Electronics Instrument Engineering (APEIE),10.1109/APEIE.2018.8546144,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8546144,"The paper proposes an ontological approach to the requirements engineering in Agile environment. The key features of requirements engineering for agile project management of software product development are analyzed. A brief overview of the possibilities of using ontologies for intellectual support of the process of requirements engineering in Agile environment is given. Understanding stakeholder needs, prioritizing requirements, and assessing implementation risks are vital tasks for software development projects. Based on the analysis of scientific publications, it is concluded that it is necessary to create an ontology for a comprehensive assessment of requirements in the agile projects. The developed ontology accumulates knowledge about the criteria for assessing the quality of user stories, about requirements artifacts, types of requirements. The structure of the user story is represented by the ontology classes. The ontology includes axioms determining the quality of user story wording, the definition of priority and the risk of user stories based on the matrix approach. Also, the ontology allows you to trace the relationships of user stories with sources of requirements, non-functional requirements, product versions, which include requirements, scenarios that reveal user stories. Classes that reflect scenarios are developed in accordance with the technique of behavior-based development, in which Gherkin notation is used to develop scenarios.",User story;Gherkin notation;ontology;agile development;requirements engineering,String B
73,"Behavior-Driven Development as an Approach to Improve Software Quality and Communication Across Remote Business Stakeholders, Developers and QA: two Case Studies",A. Scandaroli; R. Leite; A. H. Kiosia; S. A. Coelho,2019,2019 ACM/IEEE 14th International Conference on Global Software Engineering (ICGSE),10.1109/ICGSE.2019.00030,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8807783,"In this work, we describe two of our experiences applying BDD: one at a large publisher of financial information and business news, and the other in a secure collaboration platform vendor. The team composition involves both a local team and an external service provider. We analyze two adoption processes, one driven by the product team, and the other driven by the development team. We cover the communication benefits and impacts on areas such as stakeholder alignment, software design, code refactoring, and bug fixing. We also discuss lessons learned, caveats and how we plan to expand this practice in the future.","Distributed agile teams, Industrial offshoring and outsourcing experiences, Methods and processes, Social and Human aspects of software development.",String B
74,A Behavior-Driven Development and Reinforcement Learning Approach for Videogame Automated Testing,V. Mastain; F. Petrillo,2024,2024 IEEE/ACM 8th International Workshop on Games and Software Engineering (GAS),10.1145/3643658.3643919,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10647191,"Video game development has undergone a significant transformation in the last decade, with modern games becoming increasingly complex and sophisticated. Testing these games for quality assurance is challenging and time-consuming, often relying on manual testers. In this paper, we introduce an automated testing approach that combines Behavior-Driven Development (BDD) with Reinforcement Learning (RL) to streamline the testing process. We present a framework that uses natural language-based test cases to describe game behaviors and expected outcomes, combined with RL, to test games automatically. We validated our approach through tests on four distinct Python-based games. We analyzed the impact of game complexity on training duration and discussed the challenges of defining optimal reward functions. Our framework provides a structured approach to address RL complexities, simplifying the process of creating test scenarios. Combining BDD and RL offers a promising solution to test complex modern video games more efficiently and ensure higher game quality upon release.",Videogame;testing;reinforcement learning;Behavior-driven development;Software Quality;Software Engineering,String B
75,A Separable BDD-based Analytical Method for Drone Mission Reliability Analysis,J. Ren; L. Xing,2026,2026 Annual Reliability and Maintainability Symposium (RAMS),10.1109/RAMS50514.2026.11424551,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11424551,"SUMMARY & CONCLUSIONSThis paper proposes a separable binary decision diagram (BDD)-based analytical (SBA) method to assess mission reliability of a heterogeneous multi-phase drone system considering cascading effects from overload and intra-phase collaboration. Drone systems have been widely applied in critical real-world scenarios, where multiple heterogeneous drones collaborate to collect and communicate information, and subsequently take actions to deliver intended service. The interaction and collaboration among drones introduce interdependencies, facilitating failure propagations and potentially incurring high-impact cascading failures (CFs). Based on the law of total probability, the proposed SBA method adopts a divide-and-conquer strategy to transform a complex problem into simpler subproblems that can be solved in parallel, enabling efficient modeling of CFs. A case study on a two-phase rescue mission system demonstrates how the proposed method captures the spread of failures and their impact. Data results from a comparative analysis confirm that CFs are more detrimental to mission reliability than individual failures. Moreover, as the quality of drones deteriorates, the overall mission becomes increasingly vulnerable to CFs.",cascading failure;dependence;heterogeneous drones;Internet of Things (IoT);separable and analytical method,String B
76,Formal Analysis of Integer Multipliers by building Binary Decision Diagram of Adder Trees,J. Kumar; A. Srivastava; M. Fujita,2022,2022 23rd International Symposium on Quality Electronic Design (ISQED),10.1109/ISQED54688.2022.9806278,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9806278,"Reduced Ordered Binary Decision Diagram (ROBDD) traditionally gives a compact and canonical representation of useful logic functions for a given order of variables that have been utilized in logic synthesis and verification. However, for multiplication functions, BDD grows exponentially with the number of inputs. The experimental result shows that BDDs can be built up to 18 – bits integer multipliers, as the number of nodes in BDD becomes too large to manipulate. The previous study shows, instead of building BDDs of a multiplier circuit using original input variables, by using all partial products as variables for BDD, the size of the BDD is limited to 4th- degree polynomial of the number of the inputs. Integer multipliers can be partitioned into two phases: partial product generation and its summation. In this paper, targeting multipliers using simple partial products, we explored and studied a novel approach to construct BDDs mostly for the summation phase. This dramatically reduces the final BDD size, and we were able to build BDDs for the primary outputs of the multipliers with the size of 3rd- degree polynomial. Further, we proposed and studied a new algorithm for equivalence checking between two multiplier circuits of different architectures using our BDD construction method. The experimental results show that our proposed method can verify wide verities of multipliers up to 32 – bits even after optimization.",Binary Decision Diagram;Formal Verification;Integer Multiplier Verification;Multiplier Optimization,String B
77,Special Session Paper: Application of Functional Verification Techniques in Hardware Trust,M. R. Heidari Iman; R. Drechsler; C. K. Jha; A. Azarpeyvand; T. Ghasempouri; S. Imtiaz; J. Raik; S. Germiniani; D. Nicoletti; G. Pravadelli; G. Di Natale,2025,2025 IEEE International Symposium on Defect and Fault Tolerance in VLSI and Nanotechnology Systems (DFT),10.1109/DFT66274.2025.11257462,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11257462,"Functional verification techniques, particularly assertion-based verification, play a critical role in ensuring both correctness and security of modern hardware designs. In this paper, we propose and integrate a spectrum of formal and assertion-driven methods that extend conventional functional verification to address emerging security threats-ranging from stealthy Hardware Trojans (HTs) to adversarial cyber-attacks and cache side-channel exploits. First, we review traditional formal verification approaches such as SAT, BDD, and SCA, and discuss their adaptation to approximate computing and resource-bounded contexts. Next, we present an assertion-driven HT-detection paradigm at RTL, using control-flow graph matching and LTL-based specification mining with a hybrid similarity metric. We then demonstrate three complementary assertion- based methodologies for uncovering hardware secu-rity vulnerabilities: (1) deriving countermeasure assertions from an extracted finite-state machine model of an HT trigger; (2) automatically mining ISA-aware temporal assertions for RISC- V processors to detect embedded Trojans; and (3) mining temporal assertions from vehicle-dynamics traces to detect adversarial cyber attacks in autonomous vehicles. Finally, we propose a formal assertion-generation framework for securing RTL designs against cache side-channel attacks and HT insertions-generating security assertions for both cache memory and RISC-V processor implementations, and validating their efficacy against known CSCAs and Trojan benchmarks. Through these case studies, we demonstrate that assertion-based verifi-cation not only enhances functional correctness guarantees but also provides a high-fidelity, scalable mechanism for detecting and locallzing a diverse range of hardware security threats.",functional verification;assertion-based verifi-cation;security verification;hardware trojan detection,String B
78,D2BGAN: A Dark to Bright Image Conversion Model for Quality Enhancement and Analysis Tasks Without Paired Supervision,J. Bhattacharya; S. Modi; L. Gregorat; G. Ramponi,2022,IEEE Access,10.1109/ACCESS.2022.3178698,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9784432,"This paper presents an image enhancement model, D2BGAN (Dark to Bright Generative Adversarial Network), to translate low light images to bright images without a paired supervision. We introduce the use of geometric and lighting consistency along with a contextual loss criterion. These when combined with multiscale color, texture and edge discriminators prove to provide competitive results. We performed extensive experiments using benchmark datasets to visually and objectively compare our results. We observed the performance of D2BGAN on real-time driving datasets that are subject to motion blur, noise, and other artifacts. We further demonstrated that our enhanced images can be profitably used in image-understanding tasks. Images processed using our technique obtain the best or second best average scores for three different image quality evaluation methods on the Naturalness Preserved Enhancement (NPE), Low Light Image Enhancement (LIME), Multi-Exposure Image Fusion (MEF) benchmark datasets. Best scores are also obtained on the LOw-Light (LOL) test set and on Berkeley Driving Dataset (BDD) images processed with D2BGAN. Face detection tasks on the DarkFace benchmark dataset show an mAP (mean Average Precision) improvement from 0.209 to 0.301 when images are processed using D2BGAN. mAP further improves to 0.525 when finetuning techniques are adopted.",Image enhancement;generative adversarial network;unpaired supervision,String B
79,Codeless and Scalable Solution For Microservice Test Automation,A. Chatterjee,2025,2025 5th International Conference on Information Communication and Software Engineering (ICICSE),10.1109/ICICSE66971.2025.11429894,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11429894,"With the rise of modern software delivery models and distributed microservice ecosystems, ensuring quality through automation testing has become increasingly complex. Traditional service-level test automation often suffers from fragmented implementations, duplicate logic, long execution times.This paper introduces a unified test automation framework that enables code-less service-level test development for large-scale microservices. By leveraging Cucumber feature files and a configuration-driven design, the framework eliminates the need for custom test code in individual services, promoting re-usability and consistency across teams. To address the limitations of JUnit4, it uses JUnit5’s parallel execution to significantly reduce test runtime.A key innovation is the ability of the framework to facilitate fully code-less automation projects, allowing users to design and execute service-level tests without writing code. It also supports run-time control over execution mode, sequential, or parallel. In addition, the framework includes a built-in, configurable rerun mechanism to automatically re-execute failed tests. It also features an advanced HTML reporting mechanism that captures complete request and response payloads—including headers, body, and status codes—for failed tests, eliminating the need to review extensive Jenkins logs and significantly expediting failure analysis. By addressing challenges in test duplication, maintenance, debugging efficiency, and execution time, this framework offers a robust, scalable solution to accelerate and standardize back-end test automation in enterprise environments.",Microservices Test Automation;Code-less Test Automation;Service-Level Testing;Cucumber-Based Automation;Configuration-Driven Testing;JUnit 5;Parallel Execution;CI/CD;Cucumber;BDD Testing,String B
80,Low-Light Image Enhancement Using QRCP Decomposition in HSV Space,M. Ye; C. Hu; B. Jiao; W. Liu; G. Zhang; T. Ye,2023,2023 8th International Conference on Signal and Image Processing (ICSIP),10.1109/ICSIP57908.2023.10270924,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10270924,"The low-light image enhancement is a challenging task in the field of image processing. Based on the fact that the light of the image in hue, saturation and value (HSV) color space is mainly focused on its channel value (V), and energy coefficients of orthogonal triangular with column pivoting (QRCP) can describe light of the image. In this paper, we proposed to enhance the channel V in the HSV space of low-light images with the QRCP matrix decomposition algorithm, and the contrast limited adaptive histogram equalization (CLAHE) is performed on the exponential version of the processed channel V, which is termed as HSVQRCP-CLAHE. First, we convert the image from the red, green and blue (RGB) color space to the HSV color space and the logarithmic version of channel V is decomposed by QRCP. Then, the QRCP energy coefficients of the logarithmic version of channel V are normalized to have unit L2-norm. Finally, CLAHE is performed on the exponential version of the processed channel V. The channel H, channel S and processed channel V are used to construct the enhanced image by HSV to RGB transformation. The experimental results on ExDark, BDD 100K and SICE databases show the proposed method not only significantly improves the visibility and contrast, but also outperforms other methods.",low-light image enhancemengt;HSV color space;QRCP;CLAHE,String B
81,Review on Early Prediction of Body Dysmorphic Disorder Using Machine Learning,H. Saini; S. Kumar Prasad,2023,2023 Second International Conference On Smart Technologies For Smart Nation (SmartTechCon),10.1109/SmartTechCon57526.2023.10391381,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10391381,"Body Dysmorphic Disorder (BDD) is a psychiatric condition characterized by excessive preoccupation with perceived defects in one's appearance, often leading to distress and functional impairment. Early prediction of BDD is crucial for timely intervention and improved treatment outcomes. In recent years, machine learning techniques have shown promise in identifying individuals at risk of developing BDD based on various data sources, including facial images, clinical information, and textual data. This review aims to provide an overview of the current state of research on the early prediction of BDD using machine learning, highlighting the methodologies, challenges, and future directions in this emerging field. We conducted a comprehensive literature search and identified relevant studies that employed machine learning algorithms for BDD prediction. The reviewed studies demonstrated the effectiveness of machine learning techniques such as support vector machines, deep learning models, ensemble learning, natural language processing, feature selection and extraction, and clustering in predicting BDD. Despite the promising results, several challenges need to be addressed, including the availability of large and diverse datasets, standardization of evaluation metrics, and interpretability of the models. Future research should focus on refining the existing approaches, integrating multiple data modalities, and developing user-friendly tools for clinical practice. Early prediction of BDD using machine learning holds great potential for improving the identification and intervention of individuals at risk, ultimately leading to better outcomes and quality of life for individuals with BDD.",Body Dysmorphic Disorder;machine learning;early prediction;support vector machines;deep learning;ensemble learning;natural language processing;feature selection;clustering,String B
82,AI-Enabled Augmented Reality in the Medical Industry: Revolutionize User Experience,V. S. Vadivel; P. Jampanaun; M. V. Sasan; H. H. Aung; C. K. Ho; C. L. Kok,2024,TENCON 2024 - 2024 IEEE Region 10 Conference (TENCON),10.1109/TENCON61640.2024.10902883,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10902883,"This proposed work aims to explore how Augmented Reality (AR) and Artificial Intelligence (AI) can revolutionize the experience of individuals struggling with Body Dysmorphic Disorder (BDD), a unique mental health condition characterized by a distorted view of their appearance. Research indicates that a significant percentage of individuals with BDD who undergo plastic surgery are dissatisfied with their results. By integrating AR and AI technologies, this project seeks to develop innovative therapeutic interventions that can provide realistic visualizations and personalized feedback. These technologies can help individuals understand their perceptions and promote healthier self-images without resorting to surgical procedures. Additionally, the project will investigate the potential of AI-driven cognitive-behavioral therapy (CBT) tools to offer customized treatment plans. Through user-centric design and collaboration with mental health professionals, the project aims to create a holistic approach that not only addresses the visual aspects of BDD but also tackles the underlying cognitive distortions. Ultimately, this research could pave the way for more effective and non-invasive treatment options, significantly improving the quality of life for those affected by BDD.",,String B
83,API Test Case Generation by Extracting HTTP Requests During Front-End Testing,Y. -J. Guo; S. -P. Ma; H. -J. Peng; Y. -S. Su,2024,2024 IEEE International Conference on e-Business Engineering (ICEBE),10.1109/ICEBE62490.2024.00013,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10784388,"This study proposes a semi-automated generation method for Web API test cases based on front-end behavior-driven testing, called BATCG (BDD-based API Test Case Generation). BATCG uses the Gherkin language to describe front-end test scenarios to ensure the correct execution of front-end behavior-driven tests. It captures HTTP request data during the front-end UI (user interface) testing to accumulate test data. Based on API Swagger documents, it generates Web API test cases by considering usage scenarios in the form of Karate scripts. Besides, this study conducts experiments on five actual systems with six test cases (including 12 scenarios). The experimental results show that BATCG can correctly generate 10 test scripts that achieve an accuracy rate of 83.33%.",Behavior-Driven Development;Karate;Swagger;Web API Testing,String B
84,Correct and Verify—CAV: Exploiting Binary Decision Diagrams to Enable Formal Verification of Approximate Adders With Correct Carry Bits,C. K. Jha; K. Qayyum; M. Hassan; R. Drechsler,2025,IEEE Transactions on Circuits and Systems I: Regular Papers,10.1109/TCSI.2024.3509013,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10790927,"Approximate adders have received significant attention as they give benefits in power, performance, and area for error-resilient applications. Due to their ubiquitous use, formal verification of approximate adders has also gained traction. However, prior works on formal verification of approximate adders are limited to relaxed equivalence checking, i.e., checking whether the approximate adder designs have an error less than a specified threshold. This method has limitations, as multiple approximate adder designs can satisfy the relaxed equivalence checking criterion, which can cause more than expected deterioration in the output quality. The deterioration in output quality is larger in approximate adder designs that produce exact results for some regions of the input space but have the freedom to produce approximate results in other regions of the input space. In this paper, we propose a methodology called Correct and Verify (CAV), which exploits Binary Decision Diagrams (BDDs) to guarantee that the approximate adder with correct carry bits exactly matches its functional specification. Our idea takes advantage of the BDD structure in extracting the internal signals, particularly the carry signal from the golden reference exact adder. Afterward, a corrector circuit is generated from the functional specification and the extracted carry signal is used as input in the corrector circuit. The corrector circuit is used to generate the corrected adder from the approximate adder. The generated corrected adder can be compared against a formally verified golden reference exact adder. We show the efficacy of CAV over approximate Ripple Carry Adders (RCA) as well as approximate Parallel Prefix Adders (PPA). Lastly, we perform a qualitative analysis by introducing mutations in the designs to show the fault detection quality of the CAV methodology.",Formal verification;combinational equivalence checking;binary decision diagrams;and-inverter graphs;approximate adders,String B
85,System Architecture Modelling of Sugarcane Agroindustry Machinery Anomaly Detection Through Machine Learning,T. T. Baladraf; T. Djatna; A. F. Hidayat; A. Fatikhudin,2025,2025 International Conference on Data Science and Its Applications (ICoDSA),10.1109/ICoDSA67155.2025.11157222,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11157222,"Anomaly detection in sugar agroindustry machinery is important to improve operational robustness. One of the machines that have a crucial role in the sugar agroindustry process is the sugarcane milling machine. A disturbed and abnormal sugarcane milling machine will cause various losses including a decrease in production efficiency, deterioration of product quality, and excessive consumption. Based on this, anomaly detection that can be done quickly, one of which uses machine learning, will help the agroindustry in making decisions. The purpose of the research is to design an early anomaly detection system in sugarcane milling machines with a model-based system engineering approach. The method used in this research is a model-based system engineering framework that is used to map the machine learning-based anomaly detection system to be built. Through model based system engineering, functional architecture, non-functional architecture, logical architecture, and physical architecture will be known. The architecture involved in the system will be described in the form of block definition diagram (BDD) and internal block diagram (IBD). This research is expected to describe the behavioral needs of the machine learning-based anomaly detection system in sugarcane milling machines. This research is expected to be a reference for the sugar cane agroindustry to increase operational robustness and carry out digital transformation to increase production efficiency and improve the quality of the final product.",anomaly detection;model based system engineering;sugarcane;system architecture,String B
86,Smart Contract-Based Decentralized Data Sharing and Content Delivery for Intelligent Connected Vehicles in Edge Computing,C. Li; Y. Zhang; J. Wu; Y. Luo; S. Yu,2024,IEEE Transactions on Intelligent Transportation Systems,10.1109/TITS.2024.3388422,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10508747,"Intelligent Connected Vehicles (ICVs) need to obtain real-time traffic data from nearby ICVs or remote content providers to ensure safe driving. However, providers are hesitant to share their data due to privacy and benefits concerns. To ensure privacy while improving efficiency of obtaining data, we proposed smart contract-based data sharing among ICVs, and content delivery between ICVs and remote content provider. To solve low willingness to vehicles due to untrustworthy third-party platforms, we use smart contracts to implement access control during data upload and transaction. Then, we propose a one-to-many sharing model based on Stackelberg game to model the interaction between consumers and owners. Consumers adjust their reward strategies with the owners’ optimal strategies to maximize its utility, thus obtaining the nash equilibrium solution. To provide reliable quality of service (QoS) and security guarantee for content delivery, smart contracts regulate the delivery process, facilitating automatic execution under specific conditions. Transaction records audited and stored on blockchain enhance transparency and trustworthiness. Utilizing a delivery utility model that considers benefits, costs, and mining profits, proposed quantum particle swarm optimization (QPSO) algorithm is used to find the optimal solution. We built an EdgeChain testbed, and used BDD-100K dataset to evaluate the performance in utility, access delay, etc. Compared to CTM and MFPA, proposed data sharing algorithm achieves maximum consumer utility. Compared to LRU, PCCM and MARL, when content is 400, proposed content delivery algorithm reduces average access delay by 30.88%, 18.92% and 4.86%, and reduce backhaul load by 50.04%, 47.23% and 3.16%.",ICV;data sharing;content delivery;smart contract;QPSO,String B
87,The effect of Test-Driven Development and Behavior-Driven Development on Project Success Factors: A Systematic Literature Review Based Study,H. M. Abushama; H. A. Alassam; F. A. Elhaj,2021,"2020 International Conference on Computer, Control, Electrical, and Electronics Engineering (ICCCEEE)",10.1109/ICCCEEE49695.2021.9429593,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9429593,"Agile testing approaches test-driven development (TDD), behavior-driven development (BDD); have gained popularity since the introduction of agile practices. The concept of using these approaches in software projects is to help projects succeed. The effect of TDD and BDD on Project success factors namely, cost, time, and customer satisfaction/external quality, remains an area of investigation. Therefore, this study investigates the results of previously published articles on the effect of TDD and BDD on project success factors. A systematic literature review has been conducted considering articles published between 1999 up to 2020. Thirty-one studies were selected and analyzed. 74.1% of studies are experiments, 25.8% are case studies. 67.7% of these studies were performed in an industrial setting, 29.0% were performed in an academic setting and only one study with 3.22% was mixed academic and industrial settings. The result shows that the TDD and the BDD consume more time and cost compared to traditional testing (TLD). Moreover, the TDD as TLD may not necessarily satisfy the customer unlike the BDD appears that achieve customer satisfaction. Although, when TDD compared to BDD, TDD consumed more time and lower customer acceptance than the BDD.",Test Driven Development;Behavior Driven Development;Test Last Development;Systematic Literature Review;Agile Testing;Projects Success Factors,String B
88,A Segmentation-Driven Editing Method for Bolt Defect Augmentation and Detection,Y. Xiao; K. Zhang; J. Wang; X. Sheng; Y. Guo; M. Chen; Z. Ren; Z. Zheng; Z. Zhao,2026,"IEEE Transactions on Systems, Man, and Cybernetics: Systems",10.1109/TSMC.2026.3655553,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11372954,"Bolt defect detection (BDD) is critical to ensure the safety of transmission lines. However, the scarcity of defect images and imbalanced data distributions significantly limit detection performance. To address this issue, we propose a segmentation-driven bolt defect editing (SBDE) method for defect generation and data augmentation. The proposed framework comprises three main components. First, a bolt attribute segmentation (BAS) model is constructed, which integrates contrast-based enhancement and frequency-domain filtering to improve edge feature representation. A multipart-aware optimization strategy is introduced to handle the noncontiguous structures of bolt attributes, enabling the generation of high-quality structural masks for subsequent editing. Second, a bolt attribute editing module based on image inpainting is designed, which removes specific bolt attributes by applying mask boundary optimization and context-aware reconstruction, thereby transforming normal bolts into defective ones. Finally, an editing recovery augmentation strategy is proposed to restore the edited bolts into the original inspection images, constructing complete defect samples for expanding the detection dataset. Extensive experiments were conducted on a self-built bolt dataset and the public MVTec AD dataset. The results show that the proposed method significantly outperforms existing state-of-the-art image editing approaches in generation quality and effectively improves defect classification and detection performance across multiple mainstream models, thereby validating the effectiveness and practical potential of the proposed approach. The code of the project is available at https://github.com/Jay-xyj/SBDE",Bolt defect detection (BDD);bolt defect generation (BDG);data augmentation;defect attribute editing;segment anything model (SAM),String B
89,Comprehensive Evaluation and Insights Into the Use of Large Language Models in the Automation of Behavior-Driven Development Acceptance Test Formulation,S. Karpurapu; S. Myneni; U. Nettur; L. S. Gajja; D. Burke; T. Stiehm; J. Payne,2024,IEEE Access,10.1109/ACCESS.2024.3391815,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10506519,"Behavior-driven development (BDD) is an Agile testing methodology fostering collaboration among developers, QA analysts, and stakeholders. In this manuscript, we propose a novel approach to enhance BDD practices using large language models (LLMs) to automate acceptance test generation. Our study uses zero and few-shot prompts to evaluate LLMs such as GPT-3.5, GPT-4, Llama-2-13B, and PaLM-2. The paper presents a detailed methodology that includes the dataset, prompt techniques, LLMs, and the evaluation process. The results demonstrate that GPT-3.5 and GPT-4 generate error-free BDD acceptance tests with better performance. The few-shot prompt technique highlights its ability to provide higher accuracy by incorporating examples for in-context learning. Furthermore, the study examines syntax errors, validation accuracy, and comparative analysis of LLMs, revealing their effectiveness in enhancing BDD practices. However, our study acknowledges that there are limitations to the proposed approach. We emphasize that this approach can support collaborative BDD processes and create opportunities for future research into automated BDD acceptance test generation using LLMs.",Agile software development;natural language processing;prompt engineering;software testing;test case automation;automated acceptance testing;zero-shot and few-shot;GPT-35 and GPT-4;PaLM-2;Llama-13B;cucumber;generative AI,String B
